"DAY";"OD_PAIR";"PERIOD";"OD_FLOW";"WEEKDAY";"MONTH"
"2017-10-23";"south-west_northwest";"morning peak";"851";"Monday";10
"2017-10-24";"south-west_northwest";"morning peak";"886";"Tuesday";10
"2017-10-25";"south-west_northwest";"morning peak";"802";"Wednesday";10
"2017-10-26";"south-west_northwest";"morning peak";NA;"Thursday";10
"2017-10-27";"south-west_northwest";"morning peak";"923";"Friday";10
"2017-10-30";"south-west_northwest";"morning peak";"1055";"Monday";10
"2017-10-31";"south-west_northwest";"morning peak";"992";"Tuesday";10
"2017-11-01";"south-west_northwest";"morning peak";"1010";"Wednesday";11
"2017-11-02";"south-west_northwest";"morning peak";NA;"Thursday";11
"2017-11-03";"south-west_northwest";"morning peak";"857";"Friday";11
"2017-11-06";"south-west_northwest";"morning peak";"1148";"Monday";11
"2017-11-07";"south-west_northwest";"morning peak";"996";"Tuesday";11
"2017-11-08";"south-west_northwest";"morning peak";"1023";"Wednesday";11
"2017-11-09";"south-west_northwest";"morning peak";"1099";"Thursday";11
"2017-11-10";"south-west_northwest";"morning peak";"980";"Friday";11
"2017-11-13";"south-west_northwest";"morning peak";"1104";"Monday";11
"2017-11-14";"south-west_northwest";"morning peak";"1085";"Tuesday";11
"2017-11-15";"south-west_northwest";"morning peak";NA;"Wednesday";11
"2017-11-16";"south-west_northwest";"morning peak";"1063";"Thursday";11
"2017-11-17";"south-west_northwest";"morning peak";"995";"Friday";11
"2017-11-20";"south-west_northwest";"morning peak";"941";"Monday";11
"2017-11-21";"south-west_northwest";"morning peak";"1016";"Tuesday";11
"2017-11-22";"south-west_northwest";"morning peak";"1133";"Wednesday";11
"2017-11-23";"south-west_northwest";"morning peak";"993";"Thursday";11
"2017-11-24";"south-west_northwest";"morning peak";"1121";"Friday";11
"2017-11-27";"south-west_northwest";"morning peak";"1208";"Monday";11
"2017-11-28";"south-west_northwest";"morning peak";"766";"Tuesday";11
"2017-11-29";"south-west_northwest";"morning peak";"850";"Wednesday";11
"2017-11-30";"south-west_northwest";"morning peak";"831";"Thursday";11
"2017-12-01";"south-west_northwest";"morning peak";"890";"Friday";12
"2017-12-04";"south-west_northwest";"morning peak";"901";"Monday";12
"2017-12-05";"south-west_northwest";"morning peak";"830";"Tuesday";12
"2017-12-06";"south-west_northwest";"morning peak";"940";"Wednesday";12
"2017-12-07";"south-west_northwest";"morning peak";"821";"Thursday";12
"2017-12-08";"south-west_northwest";"morning peak";"908";"Friday";12
"2017-12-11";"south-west_northwest";"morning peak";"960";"Monday";12
"2017-12-12";"south-west_northwest";"morning peak";"933";"Tuesday";12
"2017-12-13";"south-west_northwest";"morning peak";"951";"Wednesday";12
"2017-12-14";"south-west_northwest";"morning peak";"945";"Thursday";12
